Component,Failure,DefectivePart,PartsReplaced,Cost,DealerComment_English
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,ECU RADIONAVIGATOR,1,1982.55,COMPLAINT MULTIMEDIA UNIT DROPPING OUT AND GOING BLANK CAUSE JAWLANNECT HEAD UNIT COMMUNICATION ERRORS INTERNAL FAULTS CORRECTION PLUG IN EASY AND READ CODES FOUND LVDS COMMUNICATION ERROR CODES BETWEEN HEADUNIT AND SCREEN. CHECK ALL CONNECTORS OK. REPLACED HEAD UNIT AND PROGRAM NEW HEAD UNIT 1 X COIN TEST UNITS - NO FAULTS.
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,ECU RADIONAVIGATOR,2,2173.25,COMPLAINT SAT NAV NOT WORKING. CAUSE FAULTY CONTACTS BETWEEN CARD AND JAWLANNECT ECU OPEN CIRCUIT. CORRECTION CHECKED SAT NAV OPERATION FOUND NOT WORKING TESTED WITH KNOWN GOOD CARD STILL NOT WORKING FOUND CONTACTS IN UNIT NOT CONTACTING WITH CARD CONTACTS HAD ARC MARKS. REMOVED AND REPLACED HEAD UNIT AND CARD PROGRAMMED UNIT CHECKED OPERATION ALL WORKS.
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,ECU RADIONAVIGATOR,2,2410.61875,"COMPLAINT RADIO RESETTING ITSELF, LOSING PHONE CONNECTIONS, REVERSE CAMERA INOP & NOT HOLDING CORRECT TIME CAUSE CONTROL UNIT INTERNAL FAULT INTERMITTENTLY DROPPING OUT AND MONITOR HAS INTERNAL FAULT IN UNIT CORRECTION RADIO RESETTING ITSELF CHECKED SOFTWARE VERSION FOUND TO BE UP TO DATE (LATEST VERSION) ALSO NOTICED SCREEN TO BE VERY FUZZY AND FLICKERING. REMOVED AND REPLACED CONTROL UNIT DUE TO INTERNAL FAULT INTERMITTENTLY DROPPING OUT. ALSO REPLACED MONITOR DUE TO INTERNAL FAULT IN UNIT TESTED OPERATION OF ALL FUNCTIONS. OK."
TELEMATICS CONTROL UNIT,DEFECT,ELECTR. CONTR. UNIT,0,123,INCIDENT CAR RADIO SYSTEM PROBLEM CAUSE NIS UPDATE NOT PERFORMED SOLUTION UDTT STATION PREPARATION MODULE TEST AND FAULT MEMORY CLEARINGNIS DIAGNOSISNIS SYSTEM PROGRAMMINGEFFECTIVE CHECK GROUND CABLESVISUAL CHECK ELECTRICAL SYSTEM OPERATIONECONOMY: THD 106547880
TELEMATICS CONTROL UNIT,NO WARNING,MONITOR,0,61.25,RECL HI-CONNECT IS TEMPORARILY UNABLE REASON SOFTWARE FAULTY CORRECTION SOFTWARE STATUS UPDATED
TELEMATICS CONTROL UNIT,INCORRECT ADJUSTMENT,MONITOR,0,191.7,RECL VEHICLE HEIGHT IN NAVIGATION CANNOT BE SET TO 4 METERS REASON NAVIGATION UPDATE REQUIRED CORRECTION SETTINGS CHECKED; UPDATE REQUIRED: INSTALLED WITH USB STICK
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,MONITOR,6,1023.23,DAMAGE_TYPE VARIOUS INDICATOR LIGHTS ON CLUSTER (THEY TURN ON AND OFF BY THEMSELVES). FREQUENTLY WHEN RUNNING ON METHANE THE GEARBOX WARNING LIGHT COMES ON AND THE WATER TEMPERATURE INDICATION DISAPPEARS CAUSE FAULTY CONTACTS AND CONNECTIONS IN THE CONTROL UNIT CORRECTION FAULT CHECK - ANOMALY SEARCH - CHECK ELECTRICAL SYSTEM AND GROUNDS - S-R INTERIOR DASHBOARD DASHBOARD PARTS - CHECK SIGNALS + DEDICATED DASHBOARD LINE - HI-CONNECT CONTROL UNIT CHECKED AND REPLACED - REMOTE PROGRAMMING - REASSEMBLED PARTS REMOVED FOR CHECKS - DELETED FAULT MEMORY - FINAL CHECK FOR CORRECT OPERATION -
TELEMATICS CONTROL UNIT,INCORRECT ADJUSTMENT,MONITOR,1,335.7,RECL Starter battery discharges after a long period of inactivity REASON Jawlannect has too high a resting current CORRECTION Software update carried out via UDT for Jawlannect
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,MONITOR,2,929.41,"COMPLAIN the radio sometimes does not work or the function drops out CAUSE ,SHORT CIRCUIT CORRECTION diagnostics, control and measurement of electricity installation, radio fault detected, exchange, programming, function test"
TELEMATICS CONTROL UNIT,LOW OUTPUT/EFFICIENCY,MONITOR,0,10.27,RECL Radio switches on by itself REASON Radio update not up to date CORRECTION Hi Connect update carried out
TELEMATICS CONTROL UNIT,MISFIRE,MONITOR,1,177.8,"COMPLAINT Car kit not working diagnosis made, update to NIS performed. CAUSE IRREGULAR OPERATION CORRECTION /DIAGNOSIS NOT WORKING CAR KIT/DIAGNOSIS NIS/PROGRAMMING INSTALLATION NIS/TELEPROGRAMMING"
TELEMATICS CONTROL UNIT,LOW OUTPUT/EFFICIENCY,MONITOR,0,205.4,"RECL Cluster lights up at start-up since update REASON Cluster lights up at start-up since update CORRECTION Power supply for cluster and NIS checked according to THD - OK, error still present, customer comes back"
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,MONITOR,0,214.2,"RECL USB INTERFACE OF REASON USB INTERFACE OF Wiring of USB interface faulty CORRECTION USB INTERFACE OF Wiring of USB interface faulty, checked partially, all wiring and plug connections checked, small plug had slipped out, new connection OK."
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,ECU-BODY COMPUTER,0,56.95,RECL VEHICLE INDICATES GEARBOX DAMAGE REASON PCM UPDATE DUE CORRECTION UPDATE CARRIED OUT
TELEMATICS CONTROL UNIT,DEFECT,ECU-ENGINE,1,878.18,"DAMAGE TYPE TELEMATICS BOX PROCEDURE CAUSE PCM DOES NOT COMMUNICATE CORRECTION GUIDED PROCEDURE FOR MAJOR OPERATION TELEMATICS, DIAGNOSIS, TESTS, CHECKS AS PER GUIDED PROCEDURE, CONTROL UNIT REPLACEMENT, CONTROL UNIT PROGRAMMING, RESET PARAMETERS AND ERROR DELETION, VEHICLE TEST"
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,ELECTR. CONTR. UNIT,1,257.55,"INCIDENT CARPLAY MODULE MALFUNCTION CAUSE INTERNAL CARPLAY MODULE PROBLEM SOLUTION REMOVE CENTRAL CONSOLE, CHECK CARPLAY OPERATION, USB CONTROL, UDT SWITCHING, CARPLAY REPLACEMENT"
TELEMATICS CONTROL UNIT,DEFECT,ELECTR. CONTR. UNIT,1,268.17,"COMPLAINT USB NOT WORKING CAUSE ECU NOT PRESENT CORRECTION DIAGNOSTICS, CHECK OPERATION, WIRING, FUSES THOROUGHLY TEST EVERYTHING BUT NO CONTROL =< ECU USB NOT PRESENT => INSTALL ECU + PROGRAMMING AND TESTING =< OK"
TELEMATICS CONTROL UNIT,DEFECT,ELECTR. CONTR. UNIT,1,250.59,"COMPLAINT RADIO NOT WORKING CAUSE ECU DEFECT CORRECTION DIAGNOSIS, CHECK WIRING, FUSES. EVERYTHING SEEMS OKAY => REPLACE RADIO BUT WITHOUT SUCCESS. REPLACE ECU AND TEST =< OKAY"
TELEMATICS CONTROL UNIT,NO WARNING,RADIO,9,652.05,"RECL RADIO NIS NOT FUNCTIONING REASON VEHICLE PROGRAMMED INCORRECTLY, NIS NOT STORED IN THE CONTROL UNIT TREE CORRECTION WIRING CHECKED, TELESERVICE PROGRAMMING REQUESTED AND PROGRAMMED"
TELEMATICS CONTROL UNIT,NO WARNING,RADIO,10,207,"RECL RADIO NIS NOT FUNCTIONING REASON VEHICLE PROGRAMMED INCORRECTLY, NIS NOT STORED IN CONTROL UNIT TREE CORRECTION WIRING CHECKED, TELESERVICE PROGRAMMING REQUESTED AND PROGRAMMED"
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,RADIO,0,159.39,INCIDENT THE CAR RADIO STOPS BY ITSELF AT TIMES CAUSE FOLLOWING THE MOT AND DIAG OF THE CIRCUIT THE FAULT COMES FROM THE SOFTWARE UPDATE -ECONOMY OPER = MOT OF THE MALFUNCTION PLUS MOT OF THE HARNESS AND CONNECTION ON CIRCUIT SOLUTION SOFTWARE UPDATE
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,RADIO,0,56.34,"COMPLAINT vehicle does not start CAUSE power loss via on-board computer CORRECTION replace battery, have vehicle brought to workshop to detect power loss, check original battery + charge, battery ok after charging => replace, check power loss, measure wiring + contacts, loss on loose contact 1A, restore poor contact on on-board computer."
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,RADIO,3,901,INCIDENT CHECK LIGHT CAUSE SHORT CIRCUIT SOLUTION PREPARATION STATION U.D.T. TEST MODULES AND ERASE MEMORY FAULTS EXCEPT PREPARATION STATION DIAGNOSTIC CAR RADIO EXCEPT PREPARATION S STATION PROGRAMMING CAR RADIO FOLLOWING DIAGNOSTIC OR REPLACEMENT D-R MONITOR SCREEN D-R MODULE HI-CONNECT DATA DEBR-BR CABLES ON ACCUMULATOR EFFICIENCY COUNTER CABLES GROUND
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,RADIO,1,226.126126,"RECL RADIO OPERATION ON THE STEERING WHEEL REASON Radio software faulty CORRECTION Read out error memory, software faulty, update correctly"
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,MONITOR,1,1082.86,"RECL RADIO GOES OFF WHILE DRIVING REASON RADIO SHORT CIRCUIT CORRECTION TROUBLESHOOTING ELECTRICAL SYSTEM. DIAGNOSTIC WORK. RADIO A+E, RENEWED"
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,MONITOR,3,1148.82,RECL NIS not working - after update REASON NIS short circuit after update CORRECTION THD 108581347 - NIS renewed and programmed
TELEMATICS CONTROL UNIT,DEFECT,MONITOR,2,1384.459459,"RECL Hi Connect always crashes REASON Internally defective CORRECTION Read and delete error memory, check wiring, check power supply, OK Hi-Connect internally defective, replace"
TELEMATICS CONTROL UNIT,LOW OUTPUT/EFFICIENCY,MONITOR,2,972.28,RECL Hands-free system faulty REASON Microphone no power CORRECTION Hi-Connect radio renewed and programmed
TELEMATICS CONTROL UNIT,BLOCKAGE,MONITOR,0,30.4,"COMPLAINT radio keeps playing when turning off ignition, not possible to turn off CAUSE electrical problem CORRECTION Customer fears flat battery, disconnecting battery and radio only switches off after 5 minutes. Reconnect battery and radio works normally again"
TELEMATICS CONTROL UNIT,"CONTROL,VERIFICATION",MONITOR,0,86,"RECLASS Radio partially not working REASON Software CORRECTION NIS software updated This is a hidden software defect that already existed when the vehicle was delivered. Therefore, it is covered by the guarantee!"
TELEMATICS CONTROL UNIT,NO WARNING,MONITOR,0,4.78,COMPLAINT THE RADIO TURN OFF BY ITSELF CAUSE NIS SYSTEM OUTDATED SOLUTION UPDATE NIS SYSTEM
TELEMATICS CONTROL UNIT,INCORRECT ADJUSTMENT,MONITOR,0,148.3,RECL Rear view camera not working REASON Missing camera display on the screen CORRECTION Configuration change control unit
TELEMATICS CONTROL UNIT,DEFECT,MONITOR,0,98.4,INCIDENT RADIO SCREEN FREEZE AND CUT OUT CAUSE NIS PROGRAMMING IS NOT UP TO DATE SOLUTION UPDATING NIS MODULE PROGRAMMING
TELEMATICS CONTROL UNIT,DEFECT,MONITOR,1,111.72,"COMPLAINT GPS IS WORKING AND THE LANGUAGE CAN NO LONGER BE CHANGED CAUSEUPDATE CORRECTIONDIAGNOSIS, FUNCTIONAL CHECK, UPDATE CARRIED OUT; => OK"
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,MONITOR,0,119,RECL NAVI/NIS OBSOLETE SOFTWARE REASON OBSOLETE SOFTWARE CORRECTION ABOUT KA ID KA000004903 NIS SOFTWARE UPDATED
TELEMATICS CONTROL UNIT,INCORRECT ADJUSTMENT,MONITOR,0,124.74,RECL Map material for navigation device not up to date REASON Map material for navigation device out of date CORRECTION Map material updated after checking
TELEMATICS CONTROL UNIT,BLOCKAGE,MONITOR,0,76.8,COMPLAINT navigation crashes CAUSE software update done / see also KA00004903 CORRECTION diagnosis made errors read NIS software update installed with USB stick according to KA00004903 -Economy = extra time due to software update crashing >> KA000004903
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,MONITOR,0,45.6,"RECL JAWLA Hi-Connect temporarily not working, radio request temporarily on the display REASON NIS system data not plausibly correct, system data faulty CORRECTION Error memory read, electrical system checked, functional test carried out, system update carried out via USB"
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,MONITOR,2,984.85,INCIDENT ACRO MOVE. RADIO LIGHTS UP PASS/BLUE SCREEN CAUSE SHORT CIRCUIT COMPLETE RADIO SOLUTION FUSE CTRL. POWER AND GROUND CTRL. REPLACE COMPLETE NIS RADIO UNIT. PROGRAMMING AND TEST.
TELEMATICS CONTROL UNIT,INCORRECT ADJUSTMENT,MONITOR,0,32.24,RECL NAVIGATION NOT FUNCTIONAL REASON SOFTWARE OUTDATED CORRECTION SOFTWARE UPDATE CARRIED OUT
TELEMATICS CONTROL UNIT,NO WARNING,MONITOR,0,45.92,COMPLAINT CHECK GPS RADIO WHICH TAKES A LONG TIME TO START. CAUSE NIS SOFTWARE (RADIO NAVIGATOR) FAILS. SOLUTION NIS DAMAGE. DISMANTLE HI-CONNECT DATA CONTROL UNIT TO CHECK POWER SUPPLIES AND CONNECTIONS. PROGRAM NIS AGAIN DUE TO BLOCKED SOFTWARE. TEST OPERATION.
TELEMATICS CONTROL UNIT,DEFECT,MONITOR,0,161.47,"COMPLAINT GPS AND RADIO DO NOT WORK, HAS MESSAGE UPDATE CAUSE OUTDATED SOFTWARE CORRECTION DIAGNOSIS; SOFTWARE UPDATE FAILS; CHECK WIRING & FUSES; COMMUNICATION WITH NIS IS NOT POSSIBLE; DOWNLOAD UPDATE VIA IDW; PERFORM UPDATE VIA USB; E-TIME FOR ADVICE CORRECT DIAGNOSIS & REPAIR; AFTER CHECK; --> EVERYTHING IS OK"
TELEMATICS CONTROL UNIT,BLOCKAGE,MONITOR,2,1065.25,"COMPLAINT THE RADIO DOES NOT TURN ON CAUSE NIS RADIO WITH INTERNAL LOCK AND DOES NOT WORK SOLUTION MAKE RADIO DIAGNOSIS AND ETIM GUIDED STEPS FOR CAN RADIO NIS COMMUNICATION LINE, REPLACE RADIO AND PROGRAM IT BY TELESERVICE"
TELEMATICS CONTROL UNIT,DEFECT,MONITOR,2,987.91,COMPLAINT HI-CONNECT CONSTANTLY CUTS OFF AND RESTARTS CAUSE DEFECT HI-CONNECT CORRECTION DIAGNOSIS; CHECK WIRING & FUSES; HI- CONNECT IS DEFECTIVE; REPLACE & PROGRAM HI- CONNECT; AFTER CHECK; --> EVERYTHING IS OK
TELEMATICS CONTROL UNIT,MISFIRE,MONITOR,0,44.5,COMPLAINT SLIGHT MALFUNCTION CAUSE IRREGULAR OPERATION CORRECTION /PREPARATION STATION U.D.T./DIAGNOSIS NIS/PROGRAMMING INSTALLATION NIS/CONTROL UNITS TESTING AND TROUBLESHOOTING
TELEMATICS CONTROL UNIT,MISFIRE,MONITOR,0,27.92,COMPLAINT BLUETHOOT DOES NOT WORK CAUSE IRREGULAR OPERATION JAWLANECT CORRECTION PERFORM DIAGNOSIS + UPDATE NIS
TELEMATICS CONTROL UNIT,INCORRECT ADJUSTMENT,AERIAL (ACCESS.),0,22,RECLAIM HICONNECT / NIS SOFTWARE WRONG SETTING REASON HICONNECT / NIS SOFTWARE WRONG SETTING CORRECTION HICONNECT / NIS SOFTWARE WRONG SETTING
TELEMATICS CONTROL UNIT,DEFECT,PCM ECU,2,892,DAMAGE TYPE E-TIM NOTICE - THE TELEMATIC BOX DOES NOT COMMUNICATE WITH IVEO SERVER CAUSE DIAGNOSIS - TROUBLESHOOTING CARRIED OUT WITH EXISTING REPLACE PCM CORRECTION SOST. - ECONOMIC WORK FOR EXECUTION OF TROBLESHOOTING
TELEMATICS CONTROL UNIT,LOW OUTPUT/EFFICIENCY,PCM ECU,0,97.184987,"Goals JAWLANNECT IS NOT WORKING Reason JAWLANNECT, NIS, NOT PROGRAMMED Change : TROUBLESHOOTING CHECK NIS PROGRAMMING OF NIS VIA REMOTE SERVICE - 1 COIN ERASE OF FAILURE MEMORY FUNCTION CHECK - OK"
TELEMATICS CONTROL UNIT,INTERFERENCE,PCM ECU,2,929.98,COMPLAINT The remote assistance service doesn't work CAUSE Malfunctioning of PCM ECU CORRECTION Replacement of PCM - troubleshooting performed
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,PCM ECU,0,104,INCIDENT RADIO DOES NOT TURN ON / NO COMMUNICATION TO PCM BOX CAUSE RADIO DOES NOT TURN ON / NO COMMUNICATION TO PCM BOX SOLUTION U.D.T. STATION PREPARATION EXCEPT PREPARATION STATIONTEST MODULES AND MEMORY ERASURE FAULTS EXCEPT STATION PREPARATION DIAGNOSTIC PCM MODULE EXCEPT PREPARATION STATIONCONTR. CABLE EFFICIENCY GROUNDCONTR. EFFICIENCY CONNECTOR ELECTRICAL INST.VISUAL CONT. ELECTRICAL INST. FUNC. UED-R DATA MODULE (PCM)PCM MODULE PROGRAMMINGFOLLOWING DIAGNOSTICS OR REPLACEMENT
TELEMATICS CONTROL UNIT,DEFECT,PCM ECU,0,28.8,DAMAGE TYPE engine warning light on CAUSE telematics control unit fault report CORRECTION fault memory reading and deleting
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,PCM ECU,2,1030.51,"COMPLAINT PCM CONTROL UNIT DOES NOT COMMUNICATE. CAUSE DEFECTIVE CONTACTS. SOLUTION PERFORM PCM CONTROL UNIT DIAGNOSIS. PERFORM THE GUIDED PROCEDURE UI ID: 5004758229, HI-TECHNOLOGY & TELEMATIC CONTROL UNIT, ERRONEOUS FUNCTIONING OR FUNCTIONING FAILURE, STOPPING FAULTS IN TELEMATICS. REPLACE THE PCM CONTROL UNIT, PERFORM TELEPROMAGRAM USING TELESERVICES."
TELEMATICS CONTROL UNIT,NOT ASSEMBLED,PCM ECU,0,158.203753,COMPLAIN Connectivity error. CAUSE Connector for PCM was missing. CORRECTION PCM and NIS removed and installed. THD created - images and video stored in THD. Configurations sent to car. Troubleshooting regarding the PCM reviewed. Missing connector found inside behind PCM. Plug fitted in PCM and everything worked as it should. Economy = fault finding on PCM - review of troubleshooting. checking of cables and connectors.
TELEMATICS CONTROL UNIT,DEFECT,PCM ECU,0,30.24,"DAMAGE TYPE 11.28.12 - The telematics box does not communicate data CAUSE diagnosis and troubleshooting with no anomalies found CORRECTION fault clearing, work in economism for ts processing"
TELEMATICS CONTROL UNIT,DEFECT,PCM ECU,2,949.619686,"COMPLAINT Radio communication error CPRZ INTERNAL PCM CONTROL UNIT DAMAGE, NO COMMUNICATION OPERATION CORRECTION REPLACEMENT OF PCM CONTROL UNIT, THD106249826"
TELEMATICS CONTROL UNIT,BREAK,PCM ECU,2,1683.72,INCIDENT KEY ON SCREEN DOES NOT WORK CAUSE INTERNAL PCM BREAKAGE SOLUTION PCM PROCESS MONITORING GUIDE HB 35 UT. REMOVE DASHBOARD TO DO THIS REPLACE PCM WITH TELEPROG 1 TOKENS
TELEMATICS CONTROL UNIT,INCORRECT ASSEMBLY,PCM ECU,0,7.355705,"COMPLAINT INCORRECTLY ASSIGNED VIN NUMBER TO PCM CONTROL UNIT CPRZ INCORRECTLY ASSIGNED VIN NUMBER TO PCM CONTROL UNIT CORRECTION UDT DIAGNOSTICS, PCM MODULE REPROGRAMMING"
TELEMATICS CONTROL UNIT,DEFECT,PCM ECU,2,935.99,"INCIDENT PCM MODULE PROBLEM (ACTIVE FAULT) CAUSE PCM MODULE INTERNAL FAULT SOLUTION DIAGNOSIS, ELECTRICAL CHECKS, REPLACE PCM MODULE"
TELEMATICS CONTROL UNIT,INCORRECT ADJUSTMENT,PCM ECU,0,64.48,RECL PCM ERROR ACTIVE IN CLUSTER REASON SOFTWARE OUTDATED CORRECTION GUIDED PROCEDURE COMPLETED - ASIST 106133348 CREATED - ERROR MEMORY DELETED AFTER DATA UPLOAD
TELEMATICS CONTROL UNIT,LOW OUTPUT/EFFICIENCY,PCM ECU,0,77.74799,"Goals JAWLANNECT IS NOT WORKING Reason JAWLANNECT, NIS, NOT PROGRAMMED Change TROUBLESHOOTING CHECK NIS PROGRAMMING OF NIS VIA REMOTE SERVICE ERASE OF FAILURE MEMORY FUNCTION CHECK - OK"
TELEMATICS CONTROL UNIT,BLOCKAGE,PCM ECU,0,105.6,"RECL NAVI NOT FUNCTIONAL REASON NAVI BLOCKED CORRECTION VEHICLE READ OUT, ELECTRICAL SYSTEM CHECKED, NAVI RESET"
TELEMATICS CONTROL UNIT,DEFECT,PCM ECU,0,63,COMPLAINT review etim guided procedures CAUSE PLM GUIDED STEPS SOLUTION TELEMATICS CONTROL UNIT (PCM) CONTROL IS CORRECT BY PERFORMING GUIDED STEPS
TELEMATICS CONTROL UNIT,LOW OUTPUT/EFFICIENCY,PCM ECU,2,845.66,"COMPLAINT PCM CONTROL UNIT WITH INTERNAL FAILURE CAUSE PCM CONTROL UNIT WITH INTERNAL FAILURE SOLUTION FOLLOW GUIDED STEPS 50047582229, REPLACE AND PROGRAM PCM CONTROL UNIT"
TELEMATICS CONTROL UNIT,SPONTANEOUS RELEASE,PCM ECU,2,1125.06,"COMPLAIN The car has had a problem with the engine light. CAUSE Several errors, but cannot get in touch with the PCM. Faulty PCM. CORRECTION Troubleshoot, diagnosis, performed GP IU ID 5004758229, replaced PCM, remove programmed PCM, tested OK."
TELEMATICS CONTROL UNIT,SHORT CIRCUIT,PCM ECU,1,267.29754,COMPLAINT PCM ERRORS CPRZ PCM RELATED ERRORS CORRECTION PERFORMING A SOFTWARE UPDATE BY THD
TELEMATICS CONTROL UNIT,INCORRECT ASSEMBLY,PCM ECU,0,77.74799,"Goals JAWLANNECT IS NOT WORKING Reason JAWLANNECT, NIS, NOT PROGRAMMED Change TROUBLESHOOTING CHECK NIS PROGRAMMING OF NIS VIA REMOTE SERVICE ERASE OF FAILURE MEMORY FUNCTION CHECK - OK"
TELEMATICS CONTROL UNIT,INCORRECT ASSEMBLY,PCM ECU,0,26.06,COMPLAINT IT DOES NOT MARK HOURS REMAINING UNTIL NEXT MAINTENANCE CAUSE ICT UPDATE SOLUTION UPDATE ICT AND RESCHEDULE MAINTENANCE
TELEMATICS CONTROL UNIT,OVERHEATING,RADIO,2,1024.36,RECL RADIO LOSES THE TRANSMITTER AFTER IGNITION CHANGE REASON RADIO ERROR: OVERHEATING OF THE CONTROL UNIT IS STORED CORRECTION RADIO A-E AND CHECKED - NEW RADIO MOUNTED AND PROGRAMMED
TELEMATICS CONTROL UNIT,PREVENTIVE OPERATION,RADIO,1,360.6,RECL Multifunction steering wheel not working REASON Multifunction steering wheel not working Buttons behind steering wheel cannot control radio - Guided procedure completed according to etim. DAB radio Software updated CORRECTION Multifunction steering wheel not working Buttons behind steering wheel cannot control radio - Guided procedure completed according to etim. DAB radio Software updated
TELEMATICS CONTROL UNIT,DEFECT,RADIO,1,1905.459457,"REKL Ignition switches on by itself Battery discharged REASON Radio defective Pos. 3: Coin CORRECTION Make diagnosis Charge battery Read error log with tester Various measurements carried out to diagnose battery discharge. Ground points, control units, fuses and trailer socket checked. Power consumption measured in idle state, after 5 minutes still a quiescent current of 0.7 A. Radio disconnected and quiescent current checked again, OK. Radio replaced and programmed, using a coin. Functional check carried out."
TELEMATICS CONTROL UNIT,DEFECT,RADIO,1,1141.495494,"RECL Radio only works sporadically REASON Radio defective, active errors CORRECTION Make a diagnosis Read error memory with tester Radio replaced and programmed via teleservice"
TELEMATICS CONTROL UNIT,DEFECTIVE CONTACTS,RADIO,2,846.84,DAMAGE TYPE RADIO DOES NOT TURN ON CAUSE 5802807801 RADIO CORRECTION 295572154 NIS SYSTEM PROGRAMMING 295572104 NIS DIAGNOSIS 295501104 PREPARATION U.D.T. STATION 281211108 S-R DATA CONTROL UNIT (P CM) ECONOMY SF/RF CABL ISOLAM WIRES WITH THERMO SHEATH
TELEMATICS CONTROL UNIT,DEFECT,PCM-ADR ECU,1,328.2,INCIDENT car radio and camera malfunction CAUSE central programming fault nis and pcm SOLUTION reading memory of faults and parameterstyres-control of power supplies and connections-no solutions ka in e-tim- opening thd 106479320-prog ramation-test-ok
TELEMATICS CONTROL UNIT,BLOCKAGE,MONITOR,0,147,"COMPLAINT navigation not loading CAUSE ,BLOCKAGE CORRECTION diagnostics, checking and measuring electrical installation, unit fault detected, update, reset, repair electrical installation"
